EXPLAIN
TAG	PWR800_CV
TITLE	LABEL	Test_Gamry_CV	Test &Identifier
DATE	LABEL	10/21/2025	Date
TIME	LABEL	12:54:10	Time
NOTES	NOTES	1	&Notes...
	
PSTAT	PSTAT	REF600	Potentiostat
WORKING	SELECTOR	0	&Working Connection
VINIT	POTEN	0.00000E+000	T	Initial &E (V)
VLIMIT1	POTEN	3.00000E+000	F	Scan Limit &1 (V)
VLIMIT2	POTEN	0.00000E+000	F	Scan Limit &2 (V)
VFINAL	POTEN	0.00000E+000	T	Final &E (V)
SCANRATE	QUANT	4.99999E+000	&Scan Rate (mV/s)
STEPSIZE	QUANT	1.00000E+000	St&ep Size (mV)
CYCLES	IQUANT	1	C&ycles (#)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	3.00000E+002	&Max Current (mA)
IRCOMP	TOGGLE	F	IR Measure
SEQUENCER	TOGGLE	TRUE	Run as Sequence
DELAY	TWOPARAM	T	1.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
OCVCURVE	TABLE	39
	Pt	T	Vf	Vm	Ach	Over
	#	s	V vs. Ref.	V	V	bits
	0	0.258333	1.92480E-002	1.92480E-002	-2.00276E-004	...........
	1	0.516667	1.92484E-002	1.92697E-002	-2.05676E-004	...........
	2	0.775	1.92510E-002	1.92919E-002	-2.01643E-004	...........
	3	1.03333	1.92584E-002	1.93127E-002	-2.06776E-004	...........
	4	1.29167	1.92717E-002	1.93322E-002	-2.07743E-004	...........
	5	1.55	1.92897E-002	1.93545E-002	-1.97076E-004	...........
	6	1.80833	1.93100E-002	1.93771E-002	-2.03843E-004	...........
	7	2.06667	1.93313E-002	1.93984E-002	-2.12743E-004	...........
	8	2.325	1.93530E-002	1.94217E-002	-2.04010E-004	...........
	9	2.58333	1.93751E-002	1.94460E-002	-2.09910E-004	...........
	10	2.84167	1.93975E-002	1.94651E-002	-2.03643E-004	...........
	11	3.1	1.94199E-002	1.94824E-002	-2.05376E-004	...........
	12	3.35833	1.94416E-002	1.95010E-002	-2.04376E-004	...........
	13	3.61667	1.94621E-002	1.95251E-002	-2.07510E-004	...........
	14	3.875	1.94819E-002	1.95442E-002	-2.05443E-004	...........
	15	4.13333	1.95019E-002	1.95668E-002	-2.04010E-004	...........
	16	4.39167	1.95224E-002	1.95865E-002	-2.05976E-004	...........
	17	4.65	1.95433E-002	1.96114E-002	-2.02343E-004	...........
	18	4.90833	1.95647E-002	1.96323E-002	-2.04710E-004	...........
	19	5.16667	1.95864E-002	1.96510E-002	-2.14376E-004	...........
	20	5.425	1.96080E-002	1.96680E-002	-2.32776E-004	...........
	21	5.68333	1.96289E-002	1.96916E-002	-2.02743E-004	...........
	22	5.94167	1.96491E-002	1.97124E-002	-2.03010E-004	...........
	23	6.2	1.96691E-002	1.97289E-002	-2.08576E-004	...........
	24	6.45833	1.96891E-002	1.97481E-002	-2.11310E-004	...........
	25	6.71667	1.97088E-002	1.97662E-002	-2.06576E-004	...........
	26	6.975	1.97280E-002	1.97899E-002	-2.01176E-004	...........
	27	7.23333	1.97471E-002	1.98086E-002	-2.03810E-004	...........
	28	7.49167	1.97670E-002	1.98399E-002	-2.03210E-004	...........
	29	7.75	1.97881E-002	1.98560E-002	-2.05476E-004	...........
	30	8.00833	1.98104E-002	1.98754E-002	-2.08810E-004	...........
	31	8.26667	1.98327E-002	1.98979E-002	-2.06243E-004	...........
	32	8.525	1.98542E-002	1.99127E-002	-2.09243E-004	...........
	33	8.78333	1.98747E-002	1.99385E-002	-2.16843E-004	...........
	34	9.04167	1.98946E-002	1.99583E-002	-2.12009E-004	...........
	35	9.3	1.99149E-002	1.99845E-002	-2.01943E-004	...........
	36	9.5583	1.99360E-002	1.99944E-002	-2.05943E-004	...........
	37	9.8167	1.99572E-002	2.00232E-002	-2.09443E-004	...........
	38	10.075	1.99778E-002	2.00334E-002	-2.03476E-004	...........
EOC	QUANT	0.0199778	Open Circuit (V)
PSTATMODEL	IQUANT	4	Pstat Model
PSTATSECTION	LABEL	REF600-07084	Pstat Section
PSTATSERIALNO	LABEL	07084	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	3	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	F	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	3	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	1	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	11	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	12	Cable ID
DCCALDATE	LABEL	12/4/2020	DC Calibration Date
ACCALDATE	LABEL	12/4/2020	AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.32	Framework Version
INSTRUMENTVERSION	LABEL	3.50	Instrument Version
CURVE1	TABLE
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over
	2899	580	2.91586E+000	1.87776E-001	0.00000E+000	2.91895E+000	-3.18338E-004	11	...........
	2900	580.2	2.91686E+000	1.87734E-001	0.00000E+000	2.91995E+000	-3.11287E-004	11	...........
	2901	580.4	2.91785E+000	1.87676E-001	0.00000E+000	2.92095E+000	-3.02645E-004	11	...........
	2902	580.6	2.91886E+000	1.87789E-001	0.00000E+000	2.92195E+000	-3.05853E-004	11	...........
	2903	580.8	2.91989E+000	1.87904E-001	0.00000E+000	2.92295E+000	-3.15988E-004	11	...........
	2904	581	2.92087E+000	1.87874E-001	0.00000E+000	2.92395E+000	-3.11829E-004	11	...........
	2905	581.2	2.92188E+000	1.87934E-001	0.00000E+000	2.92495E+000	-2.99311E-004	11	...........
	2906	581.4	2.92287E+000	1.87954E-001	0.00000E+000	2.92595E+000	-3.07904E-004	11	...........
	2907	581.6	2.92387E+000	1.88041E-001	0.00000E+000	2.92695E+000	-3.20821E-004	11	...........
	2908	581.8	2.92487E+000	1.88030E-001	0.00000E+000	2.92795E+000	-3.11846E-004	11	...........
	2909	582	2.92587E+000	1.88131E-001	0.00000E+000	2.92895E+000	-3.03170E-004	11	...........
	2910	582.2	2.92686E+000	1.88156E-001	0.00000E+000	2.92995E+000	-3.07329E-004	11	...........
	2911	582.4	2.92787E+000	1.88139E-001	0.00000E+000	2.93095E+000	-3.14862E-004	11	...........
	2912	582.6	2.92887E+000	1.88162E-001	0.00000E+000	2.93195E+000	-3.21446E-004	11	...........
	2913	582.8	2.92986E+000	1.88225E-001	0.00000E+000	2.93295E+000	-3.07537E-004	11	...........
	2914	583	2.93086E+000	1.88284E-001	0.00000E+000	2.93395E+000	-3.11387E-004	11	...........
	2915	583.2	2.93183E+000	1.88338E-001	0.00000E+000	2.93495E+000	-3.34922E-004	11	...........
	2916	583.4	2.93286E+000	1.88379E-001	0.00000E+000	2.93595E+000	-3.27622E-004	11	...........
	2917	583.6	2.93386E+000	1.88381E-001	0.00000E+000	2.93695E+000	-3.11721E-004	11	...........
	2918	583.8	2.93483E+000	1.88447E-001	0.00000E+000	2.93795E+000	-3.03537E-004	11	...........
	2919	584	2.93585E+000	1.88474E-001	0.00000E+000	2.93895E+000	-3.17463E-004	11	...........
	2920	584.2	2.93683E+000	1.88485E-001	0.00000E+000	2.93995E+000	-3.16704E-004	11	...........
	2921	584.4	2.93785E+000	1.88623E-001	0.00000E+000	2.94095E+000	-3.01095E-004	11	...........
	2922	584.6	2.93884E+000	1.88664E-001	0.00000E+000	2.94195E+000	-3.05870E-004	11	...........
	2923	584.8	2.93983E+000	1.88701E-001	0.00000E+000	2.94295E+000	-3.20546E-004	11	...........
	2924	585	2.94083E+000	1.88617E-001	0.00000E+000	2.94395E+000	-3.12446E-004	11	...........
	2925	585.2	2.94183E+000	1.88666E-001	0.00000E+000	2.94495E+000	-3.04712E-004	11	...........
	2926	585.4	2.94281E+000	1.88731E-001	0.00000E+000	2.94595E+000	-3.02170E-004	11	...........
	2927	585.6	2.94384E+000	1.88709E-001	0.00000E+000	2.94695E+000	-3.13762E-004	11	...........
	2928	585.8	2.94484E+000	1.88640E-001	0.00000E+000	2.94795E+000	-3.18646E-004	11	...........
	2929	586	2.94584E+000	1.88742E-001	0.00000E+000	2.94895E+000	-3.00695E-004	11	...........
	2930	586.2	2.94684E+000	1.88759E-001	0.00000E+000	2.94995E+000	-3.02928E-004	11	...........
	2931	586.4	2.94784E+000	1.88915E-001	0.00000E+000	2.95095E+000	-3.20363E-004	11	...........
	2932	586.6	2.94883E+000	1.88867E-001	0.00000E+000	2.95195E+000	-3.14321E-004	11	...........
	2933	586.8	2.94982E+000	1.88901E-001	0.00000E+000	2.95295E+000	-3.05378E-004	11	...........
	2934	587	2.95082E+000	1.89053E-001	0.00000E+000	2.95395E+000	-3.05312E-004	11	...........
	2935	587.2	2.95183E+000	1.89126E-001	0.00000E+000	2.95495E+000	-3.17079E-004	11	...........
	2936	587.4	2.95283E+000	1.89087E-001	0.00000E+000	2.95595E+000	-3.20029E-004	11	...........
	2937	587.6	2.95382E+000	1.89060E-001	0.00000E+000	2.95695E+000	-3.07337E-004	11	...........
	2938	587.8	2.95482E+000	1.89121E-001	0.00000E+000	2.95795E+000	-3.12229E-004	11	...........
	2939	588	2.95581E+000	1.89148E-001	0.00000E+000	2.95895E+000	-3.30764E-004	11	...........
	2940	588.2	2.95681E+000	1.89244E-001	0.00000E+000	2.95995E+000	-3.21671E-004	11	...........
	2941	588.4	2.95779E+000	1.89322E-001	0.00000E+000	2.96095E+000	-3.41564E-004	11	...........
	2942	588.6	2.95879E+000	1.89419E-001	0.00000E+000	2.96195E+000	-3.27072E-004	11	...........
	2943	588.8	2.95981E+000	1.89401E-001	0.00000E+000	2.96295E+000	-3.21263E-004	11	...........
	2944	589	2.96079E+000	1.89445E-001	0.00000E+000	2.96395E+000	-3.28022E-004	11	...........
	2945	589.2	2.96180E+000	1.89526E-001	0.00000E+000	2.96495E+000	-3.14796E-004	11	...........
	2946	589.4	2.96280E+000	1.89612E-001	0.00000E+000	2.96595E+000	-3.08270E-004	11	...........
	2947	589.6	2.96378E+000	1.89644E-001	0.00000E+000	2.96695E+000	-3.18113E-004	11	...........
	2948	589.8	2.96479E+000	1.89625E-001	0.00000E+000	2.96795E+000	-3.16554E-004	11	...........
	2949	590	2.96579E+000	1.89632E-001	0.00000E+000	2.96895E+000	-3.09612E-004	11	...........
	2950	590.2	2.96678E+000	1.89730E-001	0.00000E+000	2.96995E+000	-3.01695E-004	11	...........
	2951	590.4	2.96779E+000	1.89721E-001	0.00000E+000	2.97095E+000	-3.19513E-004	11	...........
	2952	590.6	2.96878E+000	1.89707E-001	0.00000E+000	2.97195E+000	-3.23163E-004	11	...........
	2953	590.8	2.96981E+000	1.89811E-001	0.00000E+000	2.97295E+000	-3.06604E-004	11	...........
	2954	591	2.97081E+000	1.89788E-001	0.00000E+000	2.97395E+000	-3.07704E-004	11	...........
	2955	591.2	2.97180E+000	1.89893E-001	0.00000E+000	2.97495E+000	-3.22638E-004	11	...........
	2956	591.4	2.97279E+000	1.89834E-001	0.00000E+000	2.97595E+000	-3.16954E-004	11	...........
	2957	591.6	2.97379E+000	1.89838E-001	0.00000E+000	2.97695E+000	-3.10445E-004	11	...........
	2958	591.8	2.97478E+000	1.89926E-001	0.00000E+000	2.97795E+000	-3.02345E-004	11	...........
	2959	592	2.97579E+000	1.90010E-001	0.00000E+000	2.97895E+000	-3.15546E-004	11	...........
	2960	592.2	2.97679E+000	1.90051E-001	0.00000E+000	2.97995E+000	-3.21230E-004	11	...........
	2961	592.4	2.97779E+000	1.90161E-001	0.00000E+000	2.98095E+000	-3.06995E-004	11	...........
	2962	592.6	2.97878E+000	1.90196E-001	0.00000E+000	2.98195E+000	-3.04270E-004	11	...........
	2963	592.8	2.97978E+000	1.90238E-001	0.00000E+000	2.98295E+000	-3.18363E-004	11	...........
	2964	593	2.98078E+000	1.90272E-001	0.00000E+000	2.98395E+000	-3.17654E-004	11	...........
	2965	593.2	2.98178E+000	1.90303E-001	0.00000E+000	2.98495E+000	-3.20588E-004	11	...........
	2966	593.4	2.98276E+000	1.90420E-001	0.00000E+000	2.98595E+000	-3.21505E-004	11	...........
	2967	593.6	2.98377E+000	1.90474E-001	0.00000E+000	2.98695E+000	-3.29530E-004	11	...........
	2968	593.8	2.98476E+000	1.90537E-001	0.00000E+000	2.98795E+000	-3.23105E-004	11	...........
	2969	594	2.98578E+000	1.90560E-001	0.00000E+000	2.98895E+000	-3.07545E-004	11	...........
	2970	594.2	2.98677E+000	1.90546E-001	0.00000E+000	2.98995E+000	-3.02678E-004	11	...........
	2971	594.4	2.98774E+000	1.90615E-001	0.00000E+000	2.99095E+000	-3.15763E-004	11	...........
	2972	594.6	2.98877E+000	1.90663E-001	0.00000E+000	2.99195E+000	-3.16546E-004	11	...........
	2973	594.8	2.98976E+000	1.90760E-001	0.00000E+000	2.99295E+000	-3.07187E-004	11	...........
	2974	595	2.99076E+000	1.90868E-001	0.00000E+000	2.99395E+000	-2.99945E-004	11	...........
	2975	595.2	2.99176E+000	1.90832E-001	0.00000E+000	2.99495E+000	-3.14429E-004	11	...........
	2976	595.4	2.99275E+000	1.90855E-001	0.00000E+000	2.99595E+000	-3.20830E-004	11	...........
	2977	595.6	2.99374E+000	1.90896E-001	0.00000E+000	2.99695E+000	-3.08329E-004	11	...........
	2978	595.8	2.99474E+000	1.90868E-001	0.00000E+000	2.99795E+000	-3.00678E-004	11	...........
	2979	596	2.99574E+000	1.90906E-001	0.00000E+000	2.99895E+000	-3.12396E-004	11	...........
	2980	596.2	2.99677E+000	1.91013E-001	0.00000E+000	2.99995E+000	-3.15871E-004	11	...........
	2981	596.4	2.99628E+000	1.48159E-001	0.00000E+000	2.99895E+000	-3.20354E-004	11	...........
	2982	596.6	2.99533E+000	1.06363E-001	0.00000E+000	2.99795E+000	-3.06212E-004	11	...........
	2983	596.8	2.99439E+000	7.22445E-002	0.00000E+000	2.99695E+000	-2.99820E-004	11	...........
	2984	597	2.99344E+000	4.34084E-002	0.00000E+000	2.99595E+000	-3.06120E-004	11	...........
	2985	597.2	2.99248E+000	1.90843E-002	0.00000E+000	2.99495E+000	-3.11837E-004	11	...........
	2986	597.4	2.99151E+000	-1.62338E-003	0.00000E+000	2.99395E+000	-3.23330E-004	11	...........
	2987	597.6	2.99055E+000	-1.92920E-002	0.00000E+000	2.99295E+000	-3.09720E-004	11	...........
	2988	597.8	2.98957E+000	-3.44290E-002	0.00000E+000	2.99195E+000	-3.00378E-004	11	...........
	2989	598	2.98859E+000	-4.74037E-002	0.00000E+000	2.99095E+000	-3.09462E-004	11	...........
	2990	598.2	2.98761E+000	-5.84920E-002	0.00000E+000	2.98995E+000	-3.15754E-004	11	...........
	2991	598.4	2.98660E+000	-6.79295E-002	0.00000E+000	2.98895E+000	-3.17871E-004	11	...........
	2992	598.6	2.98564E+000	-7.61139E-002	0.00000E+000	2.98795E+000	-3.02637E-004	11	...........
	2993	598.8	2.98465E+000	-8.32541E-002	0.00000E+000	2.98695E+000	-3.11879E-004	11	...........
	2994	599	2.98365E+000	-8.94213E-002	0.00000E+000	2.98595E+000	-3.34964E-004	11	...........
	2995	599.2	2.98266E+000	-9.47505E-002	0.00000E+000	2.98495E+000	-3.28197E-004	11	...........
	2996	599.4	2.98167E+000	-9.94611E-002	0.00000E+000	2.98395E+000	-3.16529E-004	11	...........
	2997	599.6	2.98068E+000	-1.03382E-001	0.00000E+000	2.98295E+000	-3.12296E-004	11	...........
	2998	599.8	2.97969E+000	-1.06882E-001	0.00000E+000	2.98195E+000	-3.14321E-004	11	...........
	2999	600	2.97870E+000	-1.09931E-001	0.00000E+000	2.98095E+000	-3.26780E-004	11	...........
	3000	600.2	2.97771E+000	-1.12699E-001	0.00000E+000	2.97995E+000	-3.06379E-004	11	...........
	3001	600.4	2.97671E+000	-1.15013E-001	0.00000E+000	2.97895E+000	-3.04203E-004	11	...........
	3002	600.6	2.97572E+000	-1.17159E-001	0.00000E+000	2.97795E+000	-3.16579E-004	11	...........
	3003	600.8	2.97472E+000	-1.18989E-001	0.00000E+000	2.97695E+000	-3.18321E-004	11	...........
	3004	601	2.97371E+000	-1.20718E-001	0.00000E+000	2.97595E+000	-3.07579E-004	11	...........
	3005	601.2	2.97273E+000	-1.22065E-001	0.00000E+000	2.97495E+000	-3.02370E-004	11	...........
	3006	601.4	2.97173E+000	-1.23371E-001	0.00000E+000	2.97395E+000	-3.12479E-004	11	...........
	3007	601.6	2.97074E+000	-1.24617E-001	0.00000E+000	2.97295E+000	-3.24021E-004	11	...........
	3008	601.8	2.96973E+000	-1.25662E-001	0.00000E+000	2.97195E+000	-3.06945E-004	11	...........
	3009	602	2.96872E+000	-1.26643E-001	0.00000E+000	2.97095E+000	-3.04770E-004	11	...........
	3010	602.2	2.96773E+000	-1.27540E-001	0.00000E+000	2.96995E+000	-3.18821E-004	11	...........
	3011	602.4	2.96674E+000	-1.28381E-001	0.00000E+000	2.96895E+000	-3.21705E-004	11	...........
	3012	602.6	2.96572E+000	-1.29062E-001	0.00000E+000	2.96795E+000	-3.13296E-004	11	...........
	3013	602.8	2.96475E+000	-1.29720E-001	0.00000E+000	2.96695E+000	-3.08070E-004	11	...........
	3014	603	2.96374E+000	-1.30366E-001	0.00000E+000	2.96595E+000	-3.15838E-004	11	...........
	3015	603.2	2.96274E+000	-1.30957E-001	0.00000E+000	2.96495E+000	-3.30397E-004	11	...........
	3016	603.4	2.96175E+000	-1.31493E-001	0.00000E+000	2.96395E+000	-3.19071E-004	11	...........
	3017	603.6	2.96075E+000	-1.32029E-001	0.00000E+000	2.96295E+000	-3.11829E-004	11	...........
	3018	603.8	2.95976E+000	-1.32412E-001	0.00000E+000	2.96195E+000	-3.26922E-004	11	...........
	3019	604	2.95876E+000	-1.32921E-001	0.00000E+000	2.96095E+000	-3.35889E-004	11	...........
	3020	604.2	2.95772E+000	-1.33346E-001	0.00000E+000	2.95995E+000	-3.37122E-004	11	...........
	3021	604.4	2.95676E+000	-1.33765E-001	0.00000E+000	2.95895E+000	-3.15012E-004	11	...........
	3022	604.6	2.95578E+000	-1.34125E-001	0.00000E+000	2.95795E+000	-3.18329E-004	11	...........
	3023	604.8	2.95478E+000	-1.34406E-001	0.00000E+000	2.95695E+000	-3.30789E-004	11	...........
	3024	605	2.95378E+000	-1.34678E-001	0.00000E+000	2.95595E+000	-3.14996E-004	11	...........
	3025	605.2	2.95279E+000	-1.34976E-001	0.00000E+000	2.95495E+000	-3.04695E-004	11	...........
	3026	605.4	2.95180E+000	-1.35143E-001	0.00000E+000	2.95395E+000	-3.15596E-004	11	...........
	3027	605.6	2.95079E+000	-1.35567E-001	0.00000E+000	2.95295E+000	-3.19354E-004	11	...........
	3028	605.8	2.94977E+000	-1.35857E-001	0.00000E+000	2.95195E+000	-3.15162E-004	11	...........
	3029	606	2.94879E+000	-1.36031E-001	0.00000E+000	2.95095E+000	-3.02895E-004	11	...........
	3030	606.2	2.94779E+000	-1.36309E-001	0.00000E+000	2.94995E+000	-3.08912E-004	11	...........
	3031	606.4	2.94680E+000	-1.36461E-001	0.00000E+000	2.94895E+000	-3.23888E-004	11	...........
	3032	606.6	2.94581E+000	-1.36737E-001	0.00000E+000	2.94795E+000	-3.16621E-004	11	...........
	3033	606.8	2.94479E+000	-1.36987E-001	0.00000E+000	2.94695E+000	-3.00545E-004	11	...........
	3034	607	2.94379E+000	-1.37051E-001	0.00000E+000	2.94595E+000	-3.10712E-004	11	...........
	3035	607.2	2.94279E+000	-1.37299E-001	0.00000E+000	2.94495E+000	-3.16038E-004	11	...........
	3036	607.4	2.94177E+000	-1.37498E-001	0.00000E+000	2.94395E+000	-3.11746E-004	11	...........
	3037	607.6	2.94081E+000	-1.37640E-001	0.00000E+000	2.94295E+000	-2.99745E-004	11	...........
	3038	607.8	2.93980E+000	-1.37924E-001	0.00000E+000	2.94195E+000	-3.07545E-004	11	...........
	3039	608	2.93880E+000	-1.38094E-001	0.00000E+000	2.94095E+000	-3.24538E-004	11	...........
	3040	608.2	2.93780E+000	-1.38411E-001	0.00000E+000	2.93995E+000	-3.14037E-004	11	...........
	3041	608.4	2.93680E+000	-1.38573E-001	0.00000E+000	2.93895E+000	-3.02212E-004	11	...........
	3042	608.6	2.93581E+000	-1.38658E-001	0.00000E+000	2.93795E+000	-3.15338E-004	11	...........
	3043	608.8	2.93481E+000	-1.38823E-001	0.00000E+000	2.93695E+000	-3.18338E-004	11	...........
	3044	609	2.93378E+000	-1.38986E-001	0.00000E+000	2.93595E+000	-3.23771E-004	11	...........
	3045	609.2	2.93282E+000	-1.39164E-001	0.00000E+000	2.93495E+000	-3.26022E-004	11	...........
	3046	609.4	2.93180E+000	-1.39349E-001	0.00000E+000	2.93395E+000	-3.24605E-004	11	...........
	3047	609.6	2.93082E+000	-1.39444E-001	0.00000E+000	2.93295E+000	-3.31064E-004	11	...........
	3048	609.8	2.92982E+000	-1.39587E-001	0.00000E+000	2.93195E+000	-3.19913E-004	11	...........
	3049	610	2.92882E+000	-1.39762E-001	0.00000E+000	2.93095E+000	-3.05829E-004	11	...........
	3050	610.2	2.92783E+000	-1.39719E-001	0.00000E+000	2.92995E+000	-3.09254E-004	11	...........
	3051	610.4	2.92683E+000	-1.39860E-001	0.00000E+000	2.92895E+000	-3.17179E-004	11	...........
	3052	610.6	2.92582E+000	-1.40045E-001	0.00000E+000	2.92795E+000	-3.15912E-004	11	...........
	3053	610.8	2.92484E+000	-1.40125E-001	0.00000E+000	2.92695E+000	-3.01045E-004	11	...........
	3054	611	2.92384E+000	-1.40235E-001	0.00000E+000	2.92595E+000	-3.04903E-004	11	...........
	3055	611.2	2.92284E+000	-1.40388E-001	0.00000E+000	2.92495E+000	-3.18446E-004	11	...........
	3056	611.4	2.92185E+000	-1.40489E-001	0.00000E+000	2.92395E+000	-3.17146E-004	11	...........
	3057	611.6	2.92084E+000	-1.40639E-001	0.00000E+000	2.92295E+000	-3.02470E-004	11	...........
	3058	611.8	2.91986E+000	-1.40700E-001	0.00000E+000	2.92195E+000	-3.09004E-004	11	...........
	3059	612	2.91885E+000	-1.40916E-001	0.00000E+000	2.92095E+000	-3.13387E-004	11	...........
	3060	612.2	2.91780E+000	-1.40880E-001	0.00000E+000	2.91995E+000	-3.13837E-004	11	...........
	3061	612.4	2.91682E+000	-1.41000E-001	0.00000E+000	2.91895E+000	-3.01970E-004	11	...........
	3062	612.6	2.91583E+000	-1.41146E-001	0.00000E+000	2.91795E+000	-3.06637E-004	11	...........
	3063	612.8	2.91483E+000	-1.41186E-001	0.00000E+000	2.91695E+000	-3.20529E-004	11	...........
	3064	613	2.91384E+000	-1.41279E-001	0.00000E+000	2.91595E+000	-3.15738E-004	11	...........
	3065	613.2	2.91283E+000	-1.41442E-001	0.00000E+000	2.91495E+000	-3.00820E-004	11	...........
	3066	613.4	2.91184E+000	-1.41549E-001	0.00000E+000	2.91395E+000	-3.08945E-004	11	...........
	3067	613.6	2.91083E+000	-1.41646E-001	0.00000E+000	2.91295E+000	-3.15062E-004	11	...........
	3068	613.8	2.90980E+000	-1.41838E-001	0.00000E+000	2.91195E+000	-3.19554E-004	11	...........
	3069	614	2.90885E+000	-1.41798E-001	0.00000E+000	2.91095E+000	-3.06162E-004	11	...........
	3070	614.2	2.90784E+000	-1.41931E-001	0.00000E+000	2.90995E+000	-3.16946E-004	11	...........
	3071	614.4	2.90684E+000	-1.41999E-001	0.00000E+000	2.90895E+000	-3.41414E-004	11	...........
	3072	614.6	2.90585E+000	-1.42163E-001	0.00000E+000	2.90795E+000	-3.22088E-004	11	...........
	3073	614.8	2.90486E+000	-1.42179E-001	0.00000E+000	2.90695E+000	-3.09512E-004	11	...........
	3074	615	2.90386E+000	-1.42229E-001	0.00000E+000	2.90595E+000	-3.13021E-004	11	...........
	3075	615.2	2.90287E+000	-1.42373E-001	0.00000E+000	2.90495E+000	-3.15779E-004	11	...........
	3076	615.4	2.90186E+000	-1.42415E-001	0.00000E+000	2.90395E+000	-3.20254E-004	11	...........
	3077	615.6	2.90087E+000	-1.42446E-001	0.00000E+000	2.90295E+000	-3.01812E-004	11	...........
	3078	615.8	2.89988E+000	-1.42518E-001	0.00000E+000	2.90195E+000	-3.03728E-004	11	...........
	3079	616	2.89888E+000	-1.42593E-001	0.00000E+000	2.90095E+000	-3.14287E-004	11	...........
	3080	616.2	2.89788E+000	-1.42692E-001	0.00000E+000	2.89995E+000	-3.18121E-004	11	...........
	3081	616.4	2.89687E+000	-1.42769E-001	0.00000E+000	2.89895E+000	-3.01303E-004	11	...........
	3082	616.6	2.89589E+000	-1.42738E-001	0.00000E+000	2.89795E+000	-3.02395E-004	11	...........
	3083	616.8	2.89489E+000	-1.42829E-001	0.00000E+000	2.89695E+000	-3.11646E-004	11	...........
	3084	617	2.89387E+000	-1.42963E-001	0.00000E+000	2.89595E+000	-3.16421E-004	11	...........
	3085	617.2	2.89287E+000	-1.42925E-001	0.00000E+000	2.89495E+000	-3.04303E-004	11	...........
	3086	617.4	2.89187E+000	-1.43033E-001	0.00000E+000	2.89395E+000	-3.03645E-004	11	...........
	3087	617.6	2.89087E+000	-1.43069E-001	0.00000E+000	2.89295E+000	-3.16479E-004	11	...........
	3088	617.8	2.88987E+000	-1.43172E-001	0.00000E+000	2.89195E+000	-3.18696E-004	11	...........
	3089	618	2.88886E+000	-1.43223E-001	0.00000E+000	2.89095E+000	-3.02487E-004	11	...........
	3090	618.2	2.88788E+000	-1.43358E-001	0.00000E+000	2.88995E+000	-3.02878E-004	11	...........
	3091	618.4	2.88688E+000	-1.43474E-001	0.00000E+000	2.88895E+000	-3.14087E-004	11	...........
	3092	618.6	2.88586E+000	-1.43554E-001	0.00000E+000	2.88795E+000	-3.17513E-004	11	...........
	3093	618.8	2.88489E+000	-1.43559E-001	0.00000E+000	2.88695E+000	-3.03787E-004	11	...........
	3094	619	2.88390E+000	-1.43601E-001	0.00000E+000	2.88595E+000	-3.02687E-004	11	...........
	3095	619.2	2.88291E+000	-1.43668E-001	0.00000E+000	2.88495E+000	-3.15054E-004	11	...........
	3096	619.4	2.88191E+000	-1.43768E-001	0.00000E+000	2.88395E+000	-3.19529E-004	11	...........
	3097	619.6	2.88088E+000	-1.43794E-001	0.00000E+000	2.88295E+000	-3.29713E-004	11	...........
	3098	619.8	2.87991E+000	-1.43920E-001	0.00000E+000	2.88195E+000	-3.14154E-004	11	...........
	3099	620	2.87891E+000	-1.44015E-001	0.00000E+000	2.88095E+000	-3.19204E-004	11	...........
	3100	620.2	2.87790E+000	-1.44059E-001	0.00000E+000	2.87995E+000	-3.27172E-004	11	...........
	3101	620.4	2.87690E+000	-1.44024E-001	0.00000E+000	2.87895E+000	-3.06137E-004	11	...........
	3102	620.6	2.87591E+000	-1.44032E-001	0.00000E+000	2.87795E+000	-3.06879E-004	11	...........
